"DIRECTORIO";"HOGAR_NUMERO";"PERSONA_NUMERO";"REGION";"sexo";"estrato";"no_identifica_x_escándalos_corrupcion";"conteo_transparente_colombia"
1244534;1;2;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244535;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244535;1;2;"Central";"Hombre";"Estrato 2";"No";"No"
1244536;1;1;"Central";"Mujer";"Estrato 1";"No";"Sí"
1244536;1;2;"Central";"Hombre";"Estrato 1";"No";"Sí"
1244537;1;1;"Central";"Mujer";"Estrato 1";"Sí";"Sí"
1244538;1;1;"Central";"Mujer";"Estrato 1";NA;"No"
1244539;1;1;"Central";"Mujer";"Estrato 1";"Sí";"No"
1244539;1;2;"Central";"Hombre";"Estrato 1";"Sí";"No"
1244540;1;1;"Central";"Mujer";"Estrato 1";"Sí";"Sí"
1244541;1;1;"Central";"Mujer";"Estrato 1";"Sí";"No"
1244541;1;2;"Central";"Hombre";"Estrato 1";"No";"Sí"
1244542;1;1;"Central";"Mujer";"Estrato 1";"Sí";NA
1244543;1;1;"Central";"Hombre";"Estrato 1";"No";"No"
1244543;1;2;"Central";"Mujer";"Estrato 1";"Sí";NA
1244544;1;1;"Central";"Hombre";"Estrato 5";"Sí";"No"
1244544;1;2;"Central";"Hombre";"Estrato 5";"Sí";"Sí"
1244545;1;1;"Central";"Hombre";"Estrato 5";NA;"No"
1244545;1;2;"Central";"Hombre";"Estrato 5";"Sí";"No"
1244545;1;3;"Central";"Hombre";"Estrato 5";"Sí";"No"
1244546;1;1;"Central";"Hombre";"Estrato 5";"Sí";"No"
1244546;1;2;"Central";"Mujer";"Estrato 5";"Sí";"No"
1244546;1;3;"Central";"Mujer";"Estrato 5";"Sí";"No"
1244547;1;1;"Central";"Mujer";"Estrato 5";"Sí";"Sí"
1244547;1;2;"Central";"Hombre";"Estrato 5";"Sí";"No"
1244547;1;3;"Central";"Hombre";"Estrato 5";"Sí";"No"
1244548;1;1;"Central";"Hombre";"Estrato 5";"Sí";NA
1244548;1;2;"Central";"Mujer";"Estrato 5";"No";NA
1244548;1;3;"Central";"Hombre";"Estrato 5";"Sí";NA
1244548;1;4;"Central";"Hombre";"Estrato 5";"Sí";NA
1244549;1;1;"Central";"Hombre";"Estrato 5";"Sí";"No"
1244549;1;2;"Central";"Mujer";"Estrato 5";"Sí";"No"
1244550;1;1;"Central";"Hombre";"No se puede establecer";"Sí";NA
1244550;1;2;"Central";"Mujer";"No se puede establecer";"Sí";NA
1244551;1;1;"Central";"Hombre";"Estrato 5";"Sí";"Sí"
1244551;1;2;"Central";"Mujer";"Estrato 5";"Sí";"No"
1244552;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244552;1;2;"Central";"Hombre";"Estrato 2";"Sí";NA
1244553;1;1;"Central";"Mujer";"Estrato 2";"Sí";NA
1244554;1;1;"Central";"Mujer";"Estrato 2";"Sí";NA
1244554;1;2;"Central";"Mujer";"Estrato 2";"Sí";NA
1244554;1;3;"Central";"Mujer";"Estrato 2";"Sí";NA
1244555;1;1;"Central";"Hombre";"Estrato 3";"Sí";"No"
1244556;1;1;"Central";"Mujer";"Estrato 3";"Sí";"No"
1244557;1;1;"Central";"Hombre";"Estrato 3";"Sí";"No"
1244557;1;2;"Central";"Mujer";"Estrato 3";"Sí";"No"
1244557;1;3;"Central";"Mujer";"Estrato 3";"Sí";"No"
1244558;1;1;"Central";"Hombre";"Estrato 2";"Sí";NA
1244558;1;2;"Central";"Mujer";"Estrato 2";"No";NA
1244559;1;1;"Central";"Mujer";"Estrato 2";"Sí";NA
1244560;1;1;"Central";"Mujer";"Estrato 2";"Sí";NA
1244562;1;1;"Central";"Hombre";"Estrato 2";"No";NA
1244563;1;1;"Central";"Mujer";"Estrato 3";"No";"No"
1244564;1;1;"Central";"Mujer";"Estrato 3";"No";"Sí"
1244565;1;1;"Central";"Hombre";"Estrato 3";"No";"No"
1244565;1;2;"Central";"Mujer";"Estrato 3";"No";"Sí"
1244566;1;1;"Central";"Hombre";"Estrato 3";"No";NA
1244566;1;2;"Central";"Mujer";"Estrato 3";"No";"No"
1244567;1;1;"Central";"Hombre";"Estrato 3";"No";"No"
1244567;1;2;"Central";"Mujer";"Estrato 3";"No";"No"
1244568;1;1;"Central";"Hombre";"Estrato 3";"No";"No"
1244569;1;1;"Central";"Hombre";"Estrato 3";"No";"No"
1244570;1;1;"Central";"Mujer";"Estrato 1";"No";"No"
1244570;1;2;"Central";"Hombre";"Estrato 1";"No";"No"
1244570;1;3;"Central";"Mujer";"Estrato 1";"No";"No"
1244570;1;4;"Central";"Mujer";"Estrato 1";"No";NA
1244571;1;1;"Central";"Hombre";"Estrato 1";"No";NA
1244571;1;2;"Central";"Mujer";"Estrato 1";"No";NA
1244572;1;1;"Central";"Hombre";"Estrato 1";"No";NA
1244572;1;2;"Central";"Mujer";"Estrato 1";"No";"Sí"
1244572;1;3;"Central";"Mujer";"Estrato 1";"No";"No"
1244573;1;1;"Central";"Hombre";"Estrato 1";"No";"Sí"
1244573;1;2;"Central";"Mujer";"Estrato 1";"No";NA
1244574;1;1;"Central";"Hombre";"Estrato 1";"No";"Sí"
1244574;1;2;"Central";"Mujer";"Estrato 1";"No";"No"
1244574;1;3;"Central";"Hombre";"Estrato 1";"No";"No"
1244574;1;4;"Central";"Mujer";"Estrato 1";"No";NA
1244575;1;1;"Central";"Mujer";"Estrato 1";"No";NA
1244576;1;1;"Central";"Mujer";"Estrato 1";"No";"Sí"
1244577;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244578;1;1;"Central";"Mujer";"Estrato 1";"Sí";NA
1244578;1;2;"Central";"Hombre";"Estrato 1";"No";NA
1244579;1;1;"Central";"Mujer";"Estrato 1";"Sí";NA
1244580;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244581;1;1;"Central";"Hombre";"Estrato 1";"Sí";"No"
1244581;1;2;"Central";"Mujer";"Estrato 1";"Sí";NA
1244581;1;3;"Central";"Mujer";"Estrato 1";"Sí";NA
1244582;1;1;"Central";"Mujer";"Estrato 1";"Sí";NA
1244582;1;2;"Central";"Hombre";"Estrato 1";"Sí";"No"
1244583;1;1;"Central";"Mujer";"Estrato 2";"Sí";"Sí"
1244583;1;2;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244583;1;3;"Central";"Hombre";"Estrato 2";"Sí";"Sí"
1244586;1;1;"Central";"Hombre";"Estrato 2";NA;"Sí"
1244586;1;2;"Central";"Hombre";"Estrato 2";"No";"Sí"
1244586;1;3;"Central";"Hombre";"Estrato 2";"No";"Sí"
1244586;1;4;"Central";"Mujer";"Estrato 2";NA;"Sí"
1244587;1;1;"Central";"Mujer";"Estrato 2";"Sí";NA
1244587;1;2;"Central";"Mujer";"Estrato 2";"No";NA
1244587;1;3;"Central";"Hombre";"Estrato 2";"No";NA
1244588;1;1;"Central";"Hombre";"Estrato 2";"No";"No"
1244588;1;2;"Central";"Mujer";"Estrato 2";"Sí";"Sí"
1244589;1;1;"Central";"Mujer";"Estrato 2";"No";"Sí"
1244589;1;2;"Central";"Hombre";"Estrato 2";"No";"No"
1244589;1;3;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244590;1;1;"Central";"Hombre";"Ilegal - pirata";"Sí";"No"
1244590;1;2;"Central";"Mujer";"Ilegal - pirata";"Sí";"No"
1244591;1;1;"Central";"Mujer";"Estrato 2";"No";NA
1244591;1;2;"Central";"Hombre";"Estrato 2";"Sí";"No"
1244591;1;3;"Central";"Mujer";"Estrato 2";"No";"No"
1244592;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244592;1;2;"Central";"Mujer";"Estrato 2";"No";"No"
1244592;1;3;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244592;1;4;"Central";"Mujer";"Estrato 2";"Sí";NA
1244593;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244593;1;2;"Central";"Hombre";"Estrato 2";"Sí";"Sí"
1244594;1;1;"Central";"Mujer";"Estrato 2";"No";"Sí"
1244594;1;2;"Central";"Hombre";"Estrato 2";"No";"Sí"
1244595;1;1;"Central";"Mujer";"Estrato 2";NA;"Sí"
1244595;1;2;"Central";"Hombre";"Estrato 2";"No";"Sí"
1244595;1;4;"Central";"Mujer";"Estrato 2";"No";"Sí"
1244596;1;1;"Central";"Mujer";"Estrato 2";"Sí";"No"
1244596;1;2;"Central";"Hombre";"Estrato 2";"No";"Sí"
1244596;1;3;"Central";"Hombre";"Estrato 2";NA;"Sí"
1244597;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1244597;1;2;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1244598;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1244598;1;2;"Caribe";"Hombre";"Estrato 1";"No";"No"
1244599;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1244600;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1244600;1;2;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1244601;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
1244601;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
1244602;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1244603;1;1;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1244603;1;2;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1244604;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
1244604;1;2;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1244604;1;4;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1244627;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1244627;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
1244627;1;3;"Caribe";"Hombre";"Estrato 1";"No";NA
1244628;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
1244628;1;3;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
1244629;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1244629;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1244629;1;3;"Caribe";"Hombre";"Estrato 1";"No";"No"
1244629;1;4;"Caribe";"Mujer";"Estrato 1";"No";"No"
1244629;1;5;"Caribe";"Mujer";"Estrato 1";"No";NA
1244630;1;1;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1244630;1;2;"Caribe";"Hombre";"Estrato 1";"No";NA
1244630;1;5;"Caribe";"Mujer";"Estrato 1";"No";NA
1244631;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
1244631;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
1244631;1;3;"Caribe";"Hombre";"Estrato 2";"No";NA
1244631;1;4;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
1244631;2;1;"Caribe";"Hombre";"Estrato 2";"No";"No"
1244631;2;2;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
1244632;1;1;"Caribe";"Mujer";"Estrato 3";"Sí";"No"
1244633;1;1;"Caribe";"Hombre";"Estrato 3";NA;"Sí"
1244633;1;2;"Caribe";"Mujer";"Estrato 3";NA;"No"
1244633;1;3;"Caribe";"Hombre";"Estrato 3";"No";"No"
1244634;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1244634;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";NA
1244635;1;1;"Caribe";"Mujer";"Estrato 3";"No";"No"
1244635;1;2;"Caribe";"Hombre";"Estrato 3";"No";"Sí"
1244635;1;5;"Caribe";"Mujer";"Estrato 3";"No";NA
1244636;1;1;"Caribe";"Hombre";"Estrato 3";NA;"Sí"
1244637;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
1244638;1;1;"Caribe";"Mujer";"Estrato 2";"No";NA
1244638;1;2;"Caribe";"Hombre";"Estrato 2";"No";NA
1244638;1;5;"Caribe";"Mujer";"Estrato 2";"No";"Sí"
1244639;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1244640;1;1;"Caribe";"Mujer";"Estrato 3";"Sí";"No"
1244640;1;2;"Caribe";"Mujer";"Estrato 3";"Sí";NA
1244642;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244642;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244642;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244642;1;4;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244642;1;5;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244643;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";NA
1244643;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";NA
1244644;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1244644;1;2;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
1244644;1;3;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1244646;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1244646;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244647;1;1;"Caribe";"Mujer";"Ilegal - pirata";"Sí";"Sí"
1244647;1;2;"Caribe";"Hombre";"Ilegal - pirata";"Sí";"Sí"
1244647;1;3;"Caribe";"Hombre";"Ilegal - pirata";"Sí";"Sí"
1244648;1;1;"Caribe";"Mujer";"Estrato 1";"No";"No"
1244648;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";NA
1244649;1;1;"Caribe";"Hombre";"Estrato 2";"No";"Sí"
1244649;1;2;"Caribe";"Mujer";"Estrato 2";"No";NA
1244650;1;1;"Caribe";"Hombre";"Estrato 2";NA;"No"
1244650;1;2;"Caribe";"Mujer";"Estrato 2";NA;"Sí"
1244651;1;1;"Caribe";"Hombre";"Estrato 2";"No";"No"
1244651;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
1244652;1;1;"Caribe";"Mujer";"Estrato 2";"No";NA
1244652;1;2;"Caribe";"Hombre";"Estrato 2";"No";NA
1244653;1;1;"Caribe";"Mujer";"Estrato 2";"No";NA
1244654;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
1244654;1;2;"Caribe";"Hombre";"Estrato 1";"No";NA
1244654;1;3;"Caribe";"Hombre";"Estrato 1";"No";NA
1244654;1;5;"Caribe";"Mujer";"Estrato 1";"No";NA
1244655;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
1244655;1;2;"Caribe";"Hombre";"Estrato 1";"No";"No"
1244655;1;5;"Caribe";"Hombre";"Estrato 1";"No";"No"
1244656;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1244656;1;2;"Caribe";"Mujer";"Estrato 1";"No";NA
1244656;1;5;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244657;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244658;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244658;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244659;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244659;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";NA
1244660;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244660;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";NA
1244661;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244661;1;2;"Caribe";"Mujer";"Estrato 1";NA;"No"
1244661;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244662;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";NA
1244662;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1244662;1;3;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1244663;1;1;"Caribe";"Hombre";"Estrato 1";"No";NA
1244663;1;2;"Caribe";"Mujer";"Estrato 1";"No";NA
1244664;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244664;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244665;1;1;"Caribe";"Mujer";"Estrato 2";"No";"Sí"
1244666;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";NA
1244667;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1244667;1;3;"Caribe";"Mujer";"Estrato 2";"No";"No"
1244668;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";NA
1244669;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
1244669;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";NA
1244669;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";NA
1244670;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
1244670;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
1244670;1;3;"Caribe";"Mujer";"Estrato 2";"No";NA
1244671;1;1;"Caribe";"Mujer";"Estrato 2";"No";"No"
1244671;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
1244672;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1244673;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
1244673;1;2;"Caribe";"Mujer";"Estrato 2";"No";"No"
1244674;1;1;"Caribe";"Mujer";"Estrato 2";"No";"No"
1244674;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
1244675;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1244675;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244675;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244676;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
1244676;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
1244677;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244677;1;2;"Caribe";"Hombre";"Estrato 1";"No";"No"
1244678;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244678;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244678;1;6;"Caribe";"Hombre";"Estrato 1";"Sí";NA
1244679;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
1244680;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244680;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244680;1;3;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1244681;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
1244682;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244682;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244682;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244683;1;1;"Caribe";"Hombre";"Estrato 1";"No";NA
1244683;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1244684;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244684;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244685;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244686;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244686;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244687;1;1;"Caribe";"Hombre";"Estrato 5";"Sí";NA
1244687;1;2;"Caribe";"Mujer";"Estrato 5";"Sí";NA
1244687;1;3;"Caribe";"Mujer";"Estrato 5";"Sí";NA
1244687;1;4;"Caribe";"Mujer";"Estrato 5";"Sí";NA
1244688;1;1;"Caribe";"Hombre";"Estrato 5";"No";NA
1244688;1;2;"Caribe";"Mujer";"Estrato 5";"No";NA
1244688;1;3;"Caribe";"Hombre";"Estrato 5";"No";NA
1244688;1;5;"Caribe";"Mujer";"Estrato 5";"Sí";"No"
1244689;1;1;"Caribe";"Hombre";"Estrato 5";"No";"Sí"
1244690;1;1;"Caribe";"Hombre";"Estrato 4";"Sí";"No"
1244691;1;1;"Caribe";"Mujer";"Estrato 5";NA;"No"
1244691;1;2;"Caribe";"Hombre";"Estrato 5";"No";"No"
1244692;1;1;"Caribe";"Mujer";"Estrato 4";"Sí";NA
1244693;1;1;"Caribe";"Mujer";"Estrato 5";"No";"No"
1244694;1;1;"Caribe";"Hombre";"Estrato 5";"No";"No"
1244695;1;1;"Caribe";"Mujer";"Estrato 5";NA;"Sí"
1244696;1;1;"Caribe";"Mujer";"Estrato 2";"No";NA
1244696;1;2;"Caribe";"Mujer";"Estrato 2";"No";NA
1244697;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
1244697;1;2;"Caribe";"Mujer";"Estrato 1";"No";NA
1244697;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244698;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1244698;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1244699;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244699;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1244699;1;3;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1244700;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";NA
1244700;1;2;"Caribe";"Mujer";"Estrato 1";"No";NA
1244701;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1244701;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244702;1;1;"Caribe";"Mujer";"Estrato 1";"No";"No"
1244702;1;2;"Caribe";"Hombre";"Estrato 1";"No";"No"
1244703;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1244704;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
1244704;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";NA
1244704;1;3;"Caribe";"Mujer";"Estrato 1";"No";"No"
1244704;1;4;"Caribe";"Mujer";"Estrato 1";"Sí";NA
1244705;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1244705;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1244705;1;5;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1244705;1;6;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244706;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
1244706;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
1244706;1;3;"Caribe";"Hombre";"Estrato 1";"No";"No"
1244707;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
1244707;1;2;"Caribe";"Mujer";"Estrato 1";"No";NA
1244707;1;3;"Caribe";"Mujer";"Estrato 1";"No";NA
1244708;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1244708;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1244708;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1244709;1;1;"Caribe";"Mujer";"Estrato 1";"No";"No"
1244710;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244710;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244711;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";NA
1244711;1;2;"Caribe";"Hombre";"Estrato 1";"No";NA
1244712;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244712;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244713;1;1;"Caribe";"Mujer";"Estrato 2";"No";NA
1244714;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
1244714;1;2;"Caribe";"Mujer";"Estrato 2";"No";"No"
1244715;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1244715;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
1244715;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
1244715;1;4;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
1244715;1;5;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
1244716;1;1;"Caribe";"Mujer";"Estrato 2";"No";"No"
1244716;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
1244716;1;3;"Caribe";"Mujer";"Estrato 2";"No";"No"
1244717;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";NA
1244717;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";NA
1244717;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
1244717;1;4;"Caribe";"Hombre";"Estrato 2";"No";"No"
1244717;1;5;"Caribe";"Hombre";"Estrato 2";"Sí";NA
1244717;1;6;"Caribe";"Mujer";"Estrato 2";"No";NA
1244717;1;7;"Caribe";"Hombre";"Estrato 2";"No";"No"
1244718;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
1244718;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
1244718;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
1244719;1;1;"Caribe";"Mujer";"Estrato 2";"No";"No"
1244720;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
1244720;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
1244720;1;4;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
1244721;1;1;"Caribe";"Mujer";"Estrato 2";"No";NA
1244721;1;2;"Caribe";"Hombre";"Estrato 2";"No";"No"
1244721;1;5;"Caribe";"Mujer";"Estrato 2";"Sí";NA
1244722;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
1244722;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
1244722;1;3;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
1244722;1;4;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
1244723;1;1;"Caribe";"Hombre";"Estrato 2";NA;NA
1244723;1;2;"Caribe";"Mujer";"Estrato 2";NA;"No"
1244724;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
1244725;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";NA
1244726;1;1;"Caribe";"Hombre";"Estrato 1";"No";NA
1244726;1;2;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
1244727;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1244727;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244727;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244728;1;1;"Caribe";"Mujer";"Estrato 1";"No";"No"
1244729;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
1244729;1;2;"Caribe";"Mujer";"Estrato 1";"No";NA
1244730;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
1244730;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
1244731;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244731;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244731;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244732;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
1244732;1;2;"Caribe";"Mujer";"Estrato 1";"No";NA
1244732;1;3;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244733;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244733;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
1244734;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
1244734;1;2;"Caribe";"Hombre";"Estrato 1";"No";NA
1244734;1;3;"Caribe";"Mujer";"Estrato 1";"No";"No"
1244735;1;1;"Caribe";"Hombre";"Estrato 1";"No";NA
1244735;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
1244735;1;3;"Caribe";"Mujer";"Estrato 1";"No";NA
1244736;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
1244736;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
